YEAR,MO,DY,ALLSKY_SFC_SW_DWN,WS2M,PRECTOTCORR,RH2M,QV2M,T2M_RANGE,PS,WS50M_RANGE,WS10M_RANGE
2020,5,4,4.33,0.74,0.66,86.88,9.58,-263.94,90.41,3.11,2.0
2020,5,5,6.17,1.38,2.73,76.75,7.63,-260.44,90.63,6.14,4.72
2020,5,6,1.44,0.91,8.88,88.31,7.32,-264.04,90.67,3.87,3.03
2020,5,7,7.4,1.92,0.04,81.12,5.0,-262.4,90.98,4.73,4.24
2020,5,8,8.16,0.79,0.0,69.94,5.13,-254.64,91.41,4.28,2.59
2020,5,9,3.6,0.59,0.69,82.62,7.39,-264.62,91.18,3.41,2.58
2020,5,10,4.46,0.86,1.76,91.12,10.62,-259.3,90.22,3.37,2.75
2020,5,11,7.81,1.55,0.12,79.31,7.87,-260.45,90.07,5.55,4.52
2020,5,12,4.3,0.83,0.02,74.25,8.06,-260.79,90.24,3.53,2.8
2020,5,13,6.35,1.3,0.07,78.31,6.59,-259.7,90.37,6.88,5.02
2020,5,14,8.07,1.31,0.0,66.0,5.43,-258.83,91.19,6.49,4.39
2020,5,15,5.08,0.55,0.15,56.88,6.59,-261.15,91.39,2.41,1.21
2020,5,16,2.13,0.78,2.08,87.81,8.67,-268.38,90.6,3.75,3.27
2020,5,17,6.53,0.91,0.41,86.69,9.52,-262.75,90.12,3.7,3.16
2020,5,18,2.57,0.88,3.11,87.88,9.89,-262.68,90.38,4.32,3.09
2020,5,19,2.96,1.13,41.3,91.5,9.77,-262.9,89.65,3.62,2.74
2020,5,20,2.69,0.61,5.72,91.56,6.84,-266.64,90.16,2.03,0.74
2020,5,21,2.22,0.7,1.78,89.19,6.71,-265.6,90.81,1.95,1.8
2020,5,22,4.14,0.66,1.18,84.56,7.87,-261.72,91.14,1.59,1.41
2020,5,23,4.69,0.73,5.64,87.88,9.4,-263.64,90.91,3.18,2.64
2020,5,24,4.5,0.96,0.01,85.75,9.77,-263.69,90.92,2.44,2.75
2020,5,25,4.69,0.43,0.69,86.38,10.44,-263.78,90.66,3.84,2.78
2020,5,26,3.84,0.58,9.02,83.88,10.01,-264.85,90.48,4.58,2.66
2020,5,27,5.7,1.03,2.79,83.06,8.85,-262.38,90.09,5.5,3.7
2020,5,28,7.0,0.77,1.33,74.38,7.02,-261.15,90.39,3.72,2.7
2020,5,29,7.61,0.7,0.51,69.19,6.84,-259.81,90.97,2.02,1.68
2020,5,30,7.51,0.59,0.16,73.25,8.36,-262.1,91.53,3.28,1.8
2020,5,31,3.77,0.74,0.52,86.12,8.91,-265.99,91.38,2.02,2.33
2020,6,1,2.48,0.71,0.42,89.0,9.89,-264.74,90.81,1.24,1.61
2020,6,2,5.49,0.46,3.16,84.5,10.74,-264.45,90.43,3.56,2.52
2020,6,3,6.21,0.66,0.94,75.31,9.95,-262.25,90.35,2.49,1.95
2020,6,4,6.21,0.73,0.0,81.44,11.72,-262.86,90.35,3.55,2.7
2020,6,5,6.47,0.54,5.0,81.81,12.39,-262.59,90.37,2.63,2.0
2020,6,6,4.32,0.59,3.03,82.69,10.31,-265.8,90.52,3.52,2.69
2020,6,7,6.31,0.3,0.67,77.25,9.4,-262.82,90.67,2.55,1.8
2020,6,8,7.86,0.5,0.0,72.44,9.16,-261.71,91.22,3.02,2.11
